Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
1,3,1,4.37189E-15,0,0,-0.484806717,2
1,1,1,-1.976548804,0,2,0.999208415,2
1,2,0,-1.284348415,0,1,-0.255651669,2
1,1,1,0.330785827,0,0,-0.113781804,2
1,3,0,-1.89963765,2,1,-0.260515491,1
1,1,1,1.715186605,0,0,-0.034294433,2
0,2,1,0.484608135,1,2,-0.089633742,2
0,3,1,4.37189E-15,1,0,-0.246260085,2
0,1,1,0.023141209,0,0,-0.089633742,1
1,1,1,1.484453142,1,0,1.145020451,1
0,3,1,4.37189E-15,0,0,-0.486064428,2
1,3,1,-0.053769945,0,0,-0.489167454,1
0,1,1,2.715031612,0,0,-0.113781804,2
1,1,0,4.37189E-15,1,0,0.395591381,2
1,2,0,1.561364296,0,0,-0.436762135,2
0,3,1,4.37189E-15,0,0,-0.492101444,0
1,1,1,1.407541988,0,0,-0.113781804,2
0,3,1,0.330785827,0,0,-0.486064428,2
0,1,1,1.330630833,0,0,0.126692647,2
0,2,1,1.407541988,0,0,-0.386453672,2
0,3,1,4.37189E-15,0,0,-0.486064428,2
0,3,1,0.638430444,0,0,-0.506187814,2
0,2,1,4.37189E-15,0,0,-0.648057678,2
0,1,1,2.022831222,0,0,-0.113781804,2
0,3,1,4.37189E-15,0,0,-0.492604529,0
1,3,0,-2.226510056,2,1,-0.260515491,1
0,3,1,4.37189E-15,0,0,-0.502163137,2
0,3,1,0.638430444,0,0,-0.473738855,2
1,2,0,0.253874672,1,2,-0.089633742,2
1,2,0,-0.515236871,0,0,-0.370521988,1
0,3,0,-0.592148026,0,0,-0.450093878,2
0,1,1,4.37189E-15,0,0,0.398358346,2
0,2,1,0.330785827,1,0,-0.225466592,2
0,3,1,-0.053769945,1,0,-0.506272332,2
0,3,1,-0.592148026,0,0,-0.496713724,2
1,3,0,-2.130371113,0,1,-0.400791584,2
0,3,1,-1.591993032,5,2,0.295729082,2
0,2,1,4.37189E-15,0,0,-0.648057678,2
0,3,1,1.561364296,0,0,-0.486064428,2
1,3,0,2.561209303,0,0,-0.455124724,2
1,1,1,-0.361414563,1,0,1.184764137,1
0,3,0,4.37189E-15,3,1,-0.135581467,2
1,1,0,0.407696981,1,0,1.16304698,2
0,1,1,2.176653531,0,0,-0.050393141,1
0,3,1,0.023141209,0,0,-0.486064428,2
1,3,1,-1.591993032,1,1,-0.328095856,2
0,3,1,4.37189E-15,1,0,-0.246260085,2
0,3,1,-0.66905918,0,0,-0.502163137,2
0,1,1,1.945920068,0,0,-0.034294433,2
0,1,1,3.176498538,0,0,0.348134402,1
0,3,1,-0.66905918,0,0,-0.486064428,2
0,3,1,4.37189E-15,0,0,-0.35710774,1
1,1,0,1.869008914,1,0,0.926933265,1
0,3,1,4.37189E-15,0,0,-0.344194564,2
0,1,0,-0.361414563,1,2,2.401641332,2
0,3,1,-0.438325717,0,0,-0.491179793,2
0,3,1,-0.976703798,0,0,-0.473738855,2
0,3,0,-0.66905918,0,0,-0.492101444,0
0,3,0,4.37189E-15,0,0,-0.494532349,0
0,3,0,0.56151929,0,0,-0.455124724,2
1,1,0,-1.053614952,0,0,1.092615132,2
0,1,1,-0.899792643,1,0,1.543378958,1
1,2,0,0.253874672,0,2,-0.124849666,2
1,1,1,4.37189E-15,0,0,-0.113781804,2
0,3,1,-0.1306811,0,0,-0.194778429,2
1,3,1,-0.284503408,0,0,0.488829061,2
1,3,1,-0.053769945,0,0,-0.492101444,0
0,3,1,4.37189E-15,0,0,-0.486064428,2
1,1,1,0.484608135,0,0,-0.119064193,2
1,1,0,1.869008914,1,0,0.547271396,1
0,3,1,-0.438325717,0,0,-0.497216808,2
0,1,1,1.330630833,0,0,0.036555981,2
1,2,0,0.330785827,0,0,-0.436762135,2
0,3,1,4.37189E-15,0,0,-0.162077929,0
1,2,0,0.484608135,1,0,-0.124849666,2
0,3,1,0.176963518,0,0,-0.489167454,2
1,1,0,0.023141209,0,0,1.233478827,2
0,3,1,-0.592148026,0,0,-0.489167454,2
0,3,1,4.37189E-15,0,0,-0.502666221,1
1,1,0,1.09989737,0,1,0.51868009,1
0,3,1,4.37189E-15,0,0,-0.502581703,1
0,3,1,0.83070833,0,0,-0.492101444,0
1,2,0,1.561364296,0,0,-0.436762135,2
0,1,1,4.37189E-15,0,0,3.814890568,2
0,3,1,0.715341598,0,0,-0.488579852,2
0,2,1,-0.515236871,2,1,-0.41663875,2
1,2,0,-2.130371113,1,1,-0.124849666,2
0,3,1,4.37189E-15,0,0,-0.502581703,1
0,3,1,-0.976703798,1,1,-0.502581703,1
1,3,0,4.37189E-15,0,2,-0.198132998,1
0,3,0,0.023141209,0,0,-0.473738855,2
1,2,0,-1.745815341,0,2,-0.11981882,2
0,1,1,1.176808524,0,0,-0.113781804,2
1,1,0,0.023141209,0,0,1.49357358,1
0,3,1,4.37189E-15,0,0,-0.356268595,2
1,1,0,-0.592148026,0,2,0.348049883,1
1,1,0,0.484608135,0,2,0.780702663,2
0,3,0,-1.591993032,4,2,-0.01869881,2
0,3,0,-1.438170724,4,2,-0.01869881,2
1,2,1,0.176963518,1,0,-0.124849666,2
0,1,1,1.561364296,1,0,1.49357358,1
0,1,1,2.638120457,0,0,-0.124849666,2
1,2,0,-0.822881489,1,0,-0.124849666,2
1,2,1,4.37189E-15,0,0,-0.369097253,1
0,3,1,0.253874672,1,1,-0.235025199,2
1,2,1,-1.668904187,1,1,0.091476724,2
1,1,1,-0.976703798,0,2,1.583289667,1
0,2,1,-0.207592254,0,0,-0.124849666,2
0,3,1,4.37189E-15,0,0,-0.490507672,0
1,3,1,-0.592148026,0,0,-0.502666221,1
1,3,0,-0.592148026,0,0,-0.491598359,2
0,1,1,2.484298149,0,0,-0.113781804,2
1,1,0,1.407541988,1,0,0.148828371,1
0,1,1,4.37189E-15,0,0,3.930515514,1
1,1,0,0.715341598,1,1,0.954769944,2
1,3,0,0.484608135,1,0,-0.297910778,2
0,3,1,4.37189E-15,0,0,-0.492101444,0
0,3,1,0.792252753,0,0,-0.489167454,2
0,2,1,-0.1306811,0,0,-0.37639198,2
0,3,1,4.37189E-15,0,0,-0.486064428,2
0,3,0,4.37189E-15,0,0,-0.486064428,2
0,3,1,-0.438325717,2,0,-0.162077929,2
0,3,1,-0.822881489,0,0,-0.489167454,2
0,3,0,-0.053769945,0,4,-0.223957338,2
0,3,1,4.37189E-15,0,0,-0.502581703,1
1,3,1,0.176963518,0,0,-0.490004587,2
1,2,1,2.484298149,0,0,-0.436762135,2
1,1,0,1.792097759,2,0,0.387878087,2
1,1,1,0.484608135,0,0,-0.117051854,2
1,3,0,4.37189E-15,0,0,-0.492101444,0
0,3,1,-1.053614952,0,0,-0.486064428,2
0,3,1,-0.822881489,0,0,-0.356268595,2
1,2,0,0.330785827,0,0,-0.386453672,2
1,1,0,0.715341598,1,0,0.476839548,2
0,3,0,4.37189E-15,1,0,-0.35710774,1
1,3,1,0.176963518,0,0,-0.488579852,2
1,2,0,-0.361414563,1,1,-0.044356126,2
1,1,0,0.715341598,1,1,1.583289667,1
0,2,1,1.869008914,0,0,-0.124849666,2
0,1,1,0.484608135,0,0,0.159393148,1
0,3,1,4.37189E-15,0,0,-0.472732686,1
1,1,0,-0.899792643,0,2,0.954769944,2
0,2,1,1.330630833,0,0,-0.346206902,2
1,1,1,2.33047584,1,1,0.945714421,1
0,3,1,-0.592148026,0,0,-0.486064428,2
0,3,1,4.37189E-15,0,0,-0.486064428,2
0,3,1,0.407696981,0,0,-0.50467856,2
1,1,0,1.715186605,1,0,0.926933265,1
0,3,1,1.330630833,0,0,-0.502163137,2
0,3,0,4.37189E-15,0,2,-0.492101444,0
0,2,1,0.56151929,1,0,-0.124849666,2
0,3,1,0.484608135,1,1,-0.162077929,2
1,2,0,4.37189E-15,0,0,0.016014029,2
0,3,1,1.484453142,0,0,-0.648057678,2
0,3,1,4.37189E-15,0,0,-0.502666221,1
1,1,1,1.484453142,1,0,0.497550536,1
1,2,0,-0.438325717,2,1,-0.104726281,2
0,3,1,4.37189E-15,0,0,-0.489167454,2
0,1,1,4.37189E-15,0,0,0.205173849,2
0,3,1,1.09989737,0,0,-0.486064428,2
1,1,1,0.407696981,0,0,-0.113781804,1
0,3,1,0.484608135,1,0,-0.33513904,2
0,3,1,0.023141209,0,0,-0.489167454,2
1,1,1,-0.207592254,0,0,-0.034294433,2
1,2,0,-0.592148026,1,2,0.188656575,1
1,1,0,0.792252753,0,0,2.440127306,2
0,3,0,0.715341598,1,5,-0.01869881,2
0,3,1,4.37189E-15,0,0,-0.506187814,2
1,3,0,4.37189E-15,1,0,-0.33614521,0
0,3,1,4.37189E-15,0,0,-0.492101444,0
0,3,1,0.407696981,0,0,-0.486064428,2
1,2,0,-0.438325717,1,2,0.659962352,2
0,3,1,0.330785827,1,1,-0.358280933,2
0,3,0,-0.284503408,1,0,-0.324071178,2
1,2,0,-1.976548804,2,1,0.13675434,2
0,2,1,-0.284503408,0,0,-0.436762135,2
0,3,1,-0.207592254,1,0,-0.357190246,1
1,1,1,0.946075061,1,0,0.409510726,2
1,3,1,-0.745970334,1,1,-0.331281387,1
0,3,1,-0.66905918,0,0,-0.490004587,2
0,3,1,-0.66905918,0,0,-0.324071178,2
0,1,1,2.407386994,0,0,0.002346226,2
0,2,1,2.099742377,0,0,-0.399533873,0
1,1,0,-0.66905918,0,0,0.920727213,2
0,3,1,-0.284503408,0,0,-0.489167454,2
0,3,1,4.37189E-15,0,0,-0.492437505,0
1,1,1,3.868698927,0,0,-0.044356126,2
0,3,1,1.638275451,0,0,-0.506103295,2
1,1,1,0.176963518,0,0,-0.034294433,1
0,1,1,4.37189E-15,0,0,-0.648057678,2
0,3,0,-1.591993032,3,2,-0.086615234,2
1,2,0,-0.1306811,0,0,-0.386453672,2
0,3,1,0.176963518,0,0,-0.488579852,2
0,2,1,0.100052363,1,1,-0.11981882,2
0,3,0,0.869163907,0,5,0.150589167,2
0,3,1,4.37189E-15,1,0,-0.324071178,2
0,3,1,-0.745970334,0,0,-0.490004587,2
1,1,0,-0.438325717,0,0,0.746492908,1
0,3,0,-2.130371113,3,2,-0.086615234,2
1,3,1,4.37189E-15,0,0,0.488829061,2
1,3,0,-2.226510056,2,1,-0.260515491,1
1,1,1,1.407541988,1,0,0.895993561,1
0,3,1,-0.822881489,0,0,-0.489167454,2
1,1,1,2.022831222,0,0,0.066322492,1
0,3,1,4.37189E-15,0,0,-0.496126121,2
1,3,0,-0.515236871,0,0,-0.496126121,2
0,3,1,4.37189E-15,0,0,-0.489167454,2
1,2,0,-0.899792643,0,1,-0.185219821,2
0,3,1,-0.66905918,0,0,-0.478351135,2
1,3,0,4.37189E-15,0,0,-0.490507672,0
0,3,0,-0.899792643,0,0,-0.512224829,0
0,2,1,-0.438325717,2,0,0.831011126,2
0,3,1,4.37189E-15,0,0,-0.489167454,2
0,3,0,0.176963518,1,1,-0.33614521,0
0,2,1,-0.515236871,0,0,-0.386453672,2
0,1,1,2.176653531,0,2,1.631418767,1
1,1,1,1.561364296,2,0,2.041432739,2
0,3,1,0.792252753,0,0,-0.502666221,1
0,1,1,1.330630833,0,0,-0.133150562,2
0,3,1,0.484608135,0,0,-0.497216808,2
1,3,1,-0.745970334,1,0,-0.488579852,2
0,2,1,0.176963518,2,0,0.831011126,2
0,2,1,-0.361414563,0,0,-0.386453672,2
0,3,1,4.37189E-15,0,0,-0.491598359,2
0,3,1,1.022986216,0,0,-0.486064428,2
1,1,0,4.37189E-15,1,0,0.398358346,2
1,2,0,0.792252753,1,1,0.13675434,2
0,1,1,0.100052363,1,0,0.398358346,2
0,2,1,3.099587383,0,0,-0.436762135,2
1,2,1,0.100052363,0,0,-0.386453672,2
0,2,1,4.37189E-15,0,0,-0.648057678,2
0,3,1,-0.899792643,0,0,-0.491598359,2
0,3,1,-0.39987014,0,0,-0.486064428,2
1,3,0,-0.899792643,0,0,-0.450009359,2
0,3,0,1.022986216,1,6,0.295729082,2
1,1,1,0.484608135,0,1,9.661740105,1
0,3,0,4.37189E-15,0,0,-0.484303632,0
1,1,1,-0.207592254,0,0,0.895993561,1
0,3,1,-0.745970334,0,0,-0.462419451,2
0,3,1,-1.207437261,5,2,0.295729082,2
0,2,1,2.33047584,1,1,0.13675434,2
0,2,1,-0.361414563,1,2,0.188656575,1
0,3,1,-1.207437261,4,1,0.150589167,2
0,3,1,-0.822881489,0,0,-0.443386753,2
0,3,1,-0.899792643,0,0,-0.491179793,2
1,1,0,-1.130526106,0,1,3.604768218,2
1,1,1,0.100052363,1,0,0.498975272,2
1,3,0,-1.976548804,0,1,-0.378068258,1
1,3,1,4.37189E-15,0,0,0.488829061,2
0,3,1,-0.361414563,0,0,-0.502666221,1
0,1,1,2.33047584,0,0,-0.113781804,2
0,2,1,1.715186605,0,0,-0.37639198,2
0,3,1,1.09989737,0,0,-0.486064428,2
1,3,0,4.37189E-15,0,0,-0.492437505,0
0,1,1,1.484453142,1,1,1.583289667,1
0,3,1,0.946075061,0,0,-0.494113782,2
1,1,0,-0.899792643,1,0,3.930515514,1
1,1,1,0.407696981,0,0,-0.119064193,2
0,3,0,-0.899792643,0,1,-0.357190246,1
0,3,1,-0.361414563,0,0,-0.492268468,0
0,3,1,-0.284503408,1,0,-0.490004587,2
0,2,1,0.715341598,0,0,-0.124849666,2
1,2,0,1.176808524,0,0,-0.37639198,2
1,1,1,0.946075061,0,0,-0.119064193,2
1,1,0,-0.592148026,0,0,2.401641332,2
1,3,1,4.37189E-15,1,1,-0.341260574,1
1,1,0,-0.438325717,0,0,0.348134402,1
0,1,1,4.37189E-15,0,0,-0.113781804,2
1,1,1,1.407541988,1,0,0.398358346,2
0,3,1,-0.053769945,0,0,-0.457221581,2
0,2,1,1.715186605,0,0,-0.386453672,2
0,3,1,-0.822881489,0,0,-0.494113782,2
1,1,0,0.638430444,0,0,3.930515514,1
1,2,0,-0.207592254,0,0,-0.436762135,2
0,3,1,4.37189E-15,0,0,-0.33614521,0
0,3,1,0.253874672,0,0,-0.491598359,2
1,2,0,-1.822726495,0,1,0.016014029,2
0,3,1,-0.976703798,1,0,-0.506103295,2
0,2,1,0.330785827,0,0,-0.386453672,2
0,2,1,1.561364296,0,0,-0.386453672,2
1,1,1,-0.207592254,1,0,0.42049407,2
0,3,1,-0.745970334,0,0,-0.473738855,2
1,2,0,0.023141209,3,0,-0.225466592,2
1,3,0,4.37189E-15,0,0,-0.492352986,0
0,2,1,-0.361414563,1,0,-0.124849666,2
0,3,0,-0.361414563,1,0,-0.488579852,2
1,1,0,-0.053769945,0,0,3.604768218,2
0,3,1,-1.438170724,0,0,-0.269989581,1
0,2,1,4.37189E-15,0,0,-0.648057678,2
0,2,1,-0.515236871,0,0,-0.386453672,2
0,2,1,-0.515236871,0,0,-0.386453672,2
0,3,1,-0.092225522,0,0,-0.324071178,2
0,3,0,1.407541988,1,3,0.043683684,2
1,1,1,0.407696981,0,0,9.661740105,1
0,3,1,4.37189E-15,0,0,-0.489167454,2
0,3,1,4.37189E-15,0,0,-0.489167454,2
1,1,1,4.37189E-15,0,0,-0.044356126,2
0,1,1,0.484608135,1,0,0.938671236,2
1,1,0,-0.66905918,2,2,4.631815484,1
0,3,1,-0.438325717,1,0,-0.324071178,2
1,3,1,0.100052363,0,0,-0.488579852,2
0,1,1,3.099587383,1,1,0.780702663,2
0,3,1,-1.053614952,1,1,-0.24055913,2
1,2,0,0.023141209,0,0,-0.386453672,2
0,1,1,-0.822881489,1,0,0.42049407,2
0,3,1,0.100052363,0,0,-0.492101444,0
1,2,0,-1.976548804,1,1,-0.185219821,2
1,3,1,-1.822726495,0,1,-0.397018449,2
0,3,1,0.253874672,0,0,-0.45688552,2
0,3,1,-0.515236871,0,0,-0.489167454,2
1,2,0,1.407541988,1,2,0.659962352,2
1,2,1,-2.232662948,1,1,-0.356268595,2
0,3,1,-0.1306811,0,0,-0.491179793,2
0,2,1,-0.899792643,0,0,-0.41663875,2
0,3,1,0.330785827,0,0,-0.486064428,2
1,1,0,0.253874672,0,0,1.092615132,2
0,3,1,4.37189E-15,0,0,-0.356268595,2
0,3,1,0.869163907,0,0,-0.50467856,2
1,3,1,-0.745970334,0,0,-0.502581703,1
1,1,0,0.484608135,1,2,1.766748532,2
0,3,1,-1.053614952,0,0,-0.491598359,2
1,1,0,1.638275451,1,0,0.920727213,2
0,1,1,4.37189E-15,0,0,0.148828371,1
0,3,0,0.061596786,0,0,-0.492101444,0
0,3,1,4.37189E-15,1,0,-0.162077929,0
0,3,1,0.176963518,0,0,-0.479775871,2
0,3,1,-0.438325717,0,0,-0.45688552,2
0,3,1,1.407541988,0,0,-0.490004587,2
0,2,0,2.099742377,0,0,-0.436762135,2
0,3,1,4.37189E-15,0,0,-0.502666221,1
1,2,0,1.869008914,1,3,-0.185219821,2
0,3,1,-0.899792643,0,0,-0.492101444,2
0,3,1,4.37189E-15,0,0,-0.492101444,0
1,3,0,-1.89963765,0,0,-0.397018449,2
0,3,1,4.37189E-15,0,0,-0.492352986,0
1,1,0,1.022986216,0,1,3.604768218,2
1,3,0,-1.284348415,0,0,-0.502581703,1
1,1,0,-0.976703798,1,0,0.498975272,2
0,1,1,-0.053769945,0,0,-0.044356126,2
0,3,1,4.37189E-15,1,2,-0.176164298,2
0,3,1,-0.361414563,0,0,-0.506187814,2
0,3,1,-0.361414563,0,0,-0.502163137,2
1,3,0,-0.899792643,0,0,-0.497216808,2
0,3,1,-1.668904187,4,1,-0.061964088,0
1,3,1,-2.207282267,1,2,-0.23401903,2
0,1,1,1.253719679,0,0,0.945714421,1
0,3,1,4.37189E-15,0,0,-0.492101444,0
0,2,1,-1.053614952,0,0,-0.124849666,2
0,3,0,4.37189E-15,8,2,0.751523754,2
0,1,1,4.37189E-15,0,0,-0.030354274,1
0,3,1,-0.361414563,0,0,-0.489167454,2
0,2,1,0.715341598,0,0,-0.386453672,2
1,1,0,1.484453142,0,0,-0.126274402,2
1,3,0,0.100052363,0,0,-0.473320289,2
0,3,1,0.023141209,0,0,-0.502581703,1
0,3,0,0.023141209,1,1,-0.162077929,2
0,2,1,0.330785827,0,0,-0.386453672,2
1,2,0,0.100052363,1,1,-0.11981882,2
1,1,1,-1.438170724,1,2,1.766748532,2
1,3,1,-2.251890737,0,1,-0.476672845,1
1,3,1,-0.207592254,0,0,-0.507697067,2
0,3,1,0.100052363,0,0,-0.491598359,2
0,1,1,0.715341598,0,0,-0.648057678,2
0,3,0,-0.899792643,0,0,-0.491598359,2
0,2,1,0.715341598,0,0,-0.386453672,2
1,1,0,0.253874672,1,0,0.42049407,2
0,3,1,-0.284503408,0,0,-0.489334479,2
0,3,1,0.715341598,0,0,-0.162077929,2
0,2,1,0.407696981,0,0,-0.436762135,2
0,3,0,-1.822726495,4,2,-0.01869881,2
0,3,1,0.061596786,0,0,-0.486064428,2
0,1,1,4.37189E-15,0,0,-0.648057678,2
0,3,0,-0.515236871,0,0,-0.488579852,2
0,2,1,0.100052363,1,1,0.096592088,1
0,3,1,1.022986216,0,0,-0.518261845,2
0,3,1,-1.515081878,3,2,-0.086615234,2
1,1,0,1.715186605,1,1,1.233478827,2
1,3,1,-0.207592254,0,0,-0.473738855,2
0,1,1,0.638430444,0,0,-0.648057678,2
1,3,0,-0.207592254,0,1,-0.397018449,2
0,3,1,-2.130371113,4,1,0.150589167,2
0,3,1,4.37189E-15,0,0,-0.508200152,0
0,3,1,4.37189E-15,0,0,0.488829061,2
1,2,1,-2.207282267,0,2,0.096592088,1
1,3,1,4.37189E-15,0,0,-0.492101444,0
1,1,0,2.484298149,0,0,0.961813129,0
1,3,0,-1.130526106,1,0,-0.357190246,1
1,2,1,-2.220357164,1,1,-0.270744208,2
0,3,1,4.37189E-15,0,0,-0.502581703,1
0,3,1,-0.515236871,0,0,-0.490004587,2
0,3,1,-0.899792643,0,0,-0.481033582,2
1,1,0,0.715341598,1,1,1.025368816,1
0,3,1,-0.66905918,0,0,-0.473738855,2
0,3,1,4.37189E-15,0,0,-0.486064428,2
1,3,1,0.176963518,0,0,0.488829061,2
1,1,1,4.37189E-15,0,0,-0.050393141,1
0,3,1,-0.745970334,0,0,-0.488579852,2
0,2,1,-1.053614952,0,0,-0.436762135,2
1,1,0,0.023141209,0,0,-0.024232741,1
0,3,1,0.369241404,0,0,-0.518513387,1
0,3,1,-0.976703798,0,0,-0.473738855,2
0,3,1,0.946075061,0,0,-0.496126121,2
0,3,1,4.37189E-15,8,2,0.751523754,2
0,3,1,0.407696981,0,0,-0.489167454,1
0,2,1,-0.1306811,0,1,0.016014029,2
1,1,0,4.37189E-15,1,0,1.145020451,1
0,3,1,-1.976548804,4,2,-0.01869881,2
0,3,1,3.407232001,0,0,-0.491598359,2
0,3,0,-1.591993032,1,1,-0.341260574,1
1,1,0,-1.053614952,0,1,0.144803694,2
0,2,0,1.09989737,1,0,-0.124849666,2
1,3,0,-0.899792643,0,1,-0.459904028,2
1,1,0,1.176808524,1,1,2.669618414,2
1,1,1,1.638275451,0,0,-0.113781804,2
1,3,0,-0.438325717,0,3,-0.260515491,1
0,3,1,4.37189E-15,0,0,-0.502581703,1
0,3,1,0.869163907,2,0,-0.364150925,2
0,2,1,-0.66905918,1,0,-0.41663875,2
1,1,0,1.407541988,0,0,-0.126274402,2
0,3,0,4.37189E-15,8,2,0.751523754,2
0,2,1,-0.438325717,0,0,-0.386453672,2
1,2,0,0.946075061,0,0,-0.386453672,2
1,2,0,-0.207592254,1,0,-0.369181771,1
0,1,1,0.100052363,0,0,0.36808875,2
0,3,1,4.37189E-15,0,0,-0.45688552,2
1,3,1,-1.976548804,1,1,-0.424017995,2
0,3,1,-0.284503408,0,0,-0.489167454,2
1,1,0,1.330630833,1,1,0.409510726,2
0,1,1,0.253874672,0,0,-0.547440753,2
0,3,1,1.330630833,0,0,-0.466947213,2
1,2,0,-0.1306811,1,0,-0.165096436,1
1,3,0,-1.130526106,0,0,-0.502666221,1
0,3,1,-0.745970334,0,0,-0.449926854,2
0,3,1,-0.822881489,0,0,-0.489167454,2
0,3,1,4.37189E-15,0,0,-0.489167454,2
1,1,0,2.022831222,0,1,1.025368816,1
1,2,0,-0.361414563,0,1,-0.124849666,2
0,3,1,0.253874672,0,0,-0.489167454,2
0,3,0,-0.592148026,0,0,-0.436426074,2
0,2,1,-0.1306811,0,0,-0.436762135,2
0,3,1,-0.361414563,0,0,-0.506187814,2
0,3,0,0.715341598,0,5,-0.061964088,0
0,2,1,-0.207592254,0,0,-0.386453672,2
1,1,0,-0.822881489,0,0,-0.044356126,2
0,3,0,4.37189E-15,1,2,-0.176164298,2
1,1,1,-0.284503408,0,0,-0.044356126,1
0,3,1,0.176963518,0,0,-0.492101444,0
